,product_id_x,product_category,product_name,product_price,scrapy_datetime,style_id,color_id,product_id_y,color_name,color_id_x,Size,Fit,Composition,More sustainable materials,Art. No.,color_id_y,Product safety
71,0811993040,men_jeans_regular,Regular Jeans,$ 29.99,2022-02-05 11:58:59,0811993,040,0811993037,Dark blue,037,,Regular fit,"Cotton 98%, Spandex 2%",,0811993040,040,"			                        ""FOR CHILD’S SAFETY, GARMENT SHOULD FIT SNUGLY. THIS GARMENT IS NOT FLAME RESISTANT. LOOSE-FITTING GARMENT IS MORE LIKELY TO CATCH FIRE."""
72,0811993040,men_jeans_regular,Regular Jeans,$ 29.99,2022-02-05 11:58:59,0811993,040,0811993039,Dark denim blue,039,,Regular fit,"Cotton 98%, Spandex 2%",,0811993040,040,
73,0811993040,men_jeans_regular,Regular Jeans,$ 29.99,2022-02-05 11:58:59,0811993,040,0811993039,Dark denim blue,039,,Regular fit,"Cotton 98%, Spandex 2%",,0811993040,040,"			                        ""FOR CHILD’S SAFETY, GARMENT SHOULD FIT SNUGLY. THIS GARMENT IS NOT FLAME RESISTANT. LOOSE-FITTING GARMENT IS MORE LIKELY TO CATCH FIRE."""
74,0979945002,men_jeans_loose,Loose Jeans,$ 29.99,2022-02-05 11:58:59,0979945,002,0979945002,Denim blue,002,"The model is 180cm/5'11"" and wears a size 31/32",Loose fit,"Pocket lining: Polyester 65%, Cotton 35%",Recycled cotton 20%,0979945001,001,
75,0979945002,men_jeans_loose,Loose Jeans,$ 29.99,2022-02-05 11:58:59,0979945,002,0979945002,Denim blue,002,"The model is 180cm/5'11"" and wears a size 31/32",Loose fit,Shell: Cotton 100%,Recycled cotton 20%,0979945001,001,
76,0979945002,men_jeans_loose,Loose Jeans,$ 29.99,2022-02-05 11:58:59,0979945,002,0979945003,Black,003,"The model is 180cm/5'11"" and wears a size 31/32",Loose fit,"Pocket lining: Polyester 65%, Cotton 35%",Recycled cotton 20%,0979945001,001,
77,0979945002,men_jeans_loose,Loose Jeans,$ 29.99,2022-02-05 11:58:59,0979945,002,0979945003,Black,003,"The model is 180cm/5'11"" and wears a size 31/32",Loose fit,Shell: Cotton 100%,Recycled cotton 20%,0979945001,001,
78,0979945002,men_jeans_loose,Loose Jeans,$ 29.99,2022-02-05 11:58:59,0979945,002,0979945001,Light denim blue,001,,Loose fit,Shell: Cotton 100%,Recycled cotton 20%,0979945002,002,
79,0979945002,men_jeans_loose,Loose Jeans,$ 29.99,2022-02-05 11:58:59,0979945,002,0979945001,Light denim blue,001,,Loose fit,"Pocket lining: Polyester 65%, Cotton 35%",Recycled cotton 20%,0979945002,002,
80,0979945002,men_jeans_loose,Loose Jeans,$ 29.99,2022-02-05 11:58:59,0979945,002,0979945003,Black,003,,Loose fit,Shell: Cotton 100%,Recycled cotton 20%,0979945002,002,
81,0979945002,men_jeans_loose,Loose Jeans,$ 29.99,2022-02-05 11:58:59,0979945,002,0979945003,Black,003,,Loose fit,"Pocket lining: Polyester 65%, Cotton 35%",Recycled cotton 20%,0979945002,002,
82,0979945002,men_jeans_loose,Loose Jeans,$ 29.99,2022-02-05 11:58:59,0979945,002,0979945001,Light denim blue,001,,Loose fit,Shell: Cotton 100%,Recycled cotton 20%,0979945003,003,
83,0979945002,men_jeans_loose,Loose Jeans,$ 29.99,2022-02-05 11:58:59,0979945,002,0979945001,Light denim blue,001,,Loose fit,"Pocket lining: Polyester 65%, Cotton 35%",Recycled cotton 20%,0979945003,003,
84,0979945002,men_jeans_loose,Loose Jeans,$ 29.99,2022-02-05 11:58:59,0979945,002,0979945002,Denim blue,002,,Loose fit,Shell: Cotton 100%,Recycled cotton 20%,0979945003,003,
